Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,P>2.5,P<2.5
E0,05/08/2022,Crystal Palace,Arsenal,0,2,A,4.5,3.65,1.89,2.14,1.78
E0,06/08/2022,Fulham,Liverpool,2,2,D,11.2,6.22,1.28,1.5,2.7
E0,06/08/2022,Bournemouth,Aston Villa,2,0,H,3.93,3.58,2.04,2.1,1.81
E0,06/08/2022,Leeds,Wolves,2,1,H,2.39,3.33,3.3,2.09,1.83
E0,06/08/2022,Newcastle,Nott'm Forest,2,0,H,1.71,3.74,5.83,2.1,1.81
E0,06/08/2022,Tottenham,Southampton,4,1,H,1.37,5.39,9.11,1.65,2.37
E0,06/08/2022,Everton,Chelsea,0,1,A,6.04,4.06,1.63,2.05,1.86
E0,07/08/2022,Leicester,Brentford,2,2,D,2.07,3.69,3.74,1.79,2.12
E0,07/08/2022,Man United,Brighton,1,2,A,1.65,4.14,5.68,1.9,2.0
E0,07/08/2022,West Ham,Man City,0,2,A,8.58,5.48,1.38,1.56,2.59
E0,13/08/2022,Aston Villa,Everton,2,1,H,1.83,3.55,5.12,2.15,1.78
E0,13/08/2022,Arsenal,Leicester,4,2,H,1.58,4.34,6.22,1.71,2.25
E0,13/08/2022,Brighton,Newcastle,0,0,D,2.48,3.24,3.22,2.19,1.75
E0,13/08/2022,Man City,Bournemouth,4,0,H,1.07,13.82,41.0,1.33,3.45
E0,13/08/2022,Southampton,Leeds,2,2,D,2.34,3.55,3.18,1.75,2.19
E0,13/08/2022,Wolves,Fulham,0,0,D,2.44,3.24,3.29,2.18,1.75
E0,13/08/2022,Brentford,Man United,4,0,H,3.82,3.64,2.06,1.83,2.08
E0,14/08/2022,Nott'm Forest,West Ham,1,0,H,4.28,3.72,1.92,1.9,2.01
E0,14/08/2022,Chelsea,Tottenham,2,2,D,2.28,3.52,3.35,1.98,1.92
E0,15/08/2022,Liverpool,Crystal Palace,1,1,D,1.2,7.09,18.57,1.57,2.52
E0,20/08/2022,Tottenham,Wolves,1,0,H,1.43,4.94,7.95,1.74,2.21
E0,20/08/2022,Crystal Palace,Aston Villa,3,1,H,2.58,3.19,3.12,2.27,1.7
E0,20/08/2022,Everton,Nott'm Forest,1,1,D,2.0,3.45,4.27,2.1,1.81
E0,20/08/2022,Fulham,Brentford,3,2,H,2.52,3.53,2.93,1.93,1.97
E0,20/08/2022,Leicester,Southampton,1,2,A,1.86,4.09,4.12,1.64,2.39
E0,20/08/2022,Bournemouth,Arsenal,0,3,A,7.55,4.8,1.46,1.81,2.1
E0,21/08/2022,Leeds,Chelsea,3,0,H,6.23,4.6,1.54,1.68,2.31
E0,21/08/2022,West Ham,Brighton,0,2,A,2.34,3.52,3.22,1.98,1.93
E0,21/08/2022,Newcastle,Man City,3,3,D,9.43,5.22,1.37,1.68,2.3
E0,22/08/2022,Man United,Liverpool,2,1,H,5.39,4.35,1.64,1.52,2.65
E0,27/08/2022,Southampton,Man United,0,1,A,4.31,4.0,1.85,1.66,2.34
E0,27/08/2022,Brentford,Everton,1,1,D,2.1,3.49,3.84,2.1,1.81
E0,27/08/2022,Brighton,Leeds,1,0,H,1.93,3.72,4.24,1.9,2.01
E0,27/08/2022,Chelsea,Leicester,2,1,H,1.45,4.86,7.66,1.71,2.25
E0,27/08/2022,Liverpool,Bournemouth,9,0,H,1.13,10.48,23.11,1.36,3.31
E0,27/08/2022,Man City,Crystal Palace,4,2,H,1.2,7.5,16.26,1.5,2.69
E0,27/08/2022,Arsenal,Fulham,2,1,H,1.33,5.83,9.75,1.52,2.66
E0,28/08/2022,Aston Villa,West Ham,0,1,A,2.41,3.41,3.18,1.93,1.98
E0,28/08/2022,Wolves,Newcastle,1,1,D,2.76,3.32,2.79,2.15,1.78
E0,28/08/2022,Nott'm Forest,Tottenham,0,2,A,7.15,4.63,1.49,1.79,2.13
E0,30/08/2022,Crystal Palace,Brentford,1,1,D,2.11,3.47,3.83,2.12,1.79
E0,30/08/2022,Fulham,Brighton,2,1,H,3.26,3.44,2.36,2.04,1.87
E0,30/08/2022,Southampton,Chelsea,2,1,H,5.28,4.24,1.67,1.78,2.14
E0,30/08/2022,Leeds,Everton,1,1,D,2.16,3.61,3.53,1.87,2.05
E0,31/08/2022,Arsenal,Aston Villa,2,1,H,1.5,4.67,6.97,1.78,2.15
E0,31/08/2022,Bournemouth,Wolves,0,0,D,3.52,3.43,2.24,2.15,1.78
E0,31/08/2022,Man City,Nott'm Forest,6,0,H,1.08,13.43,31.06,1.33,3.16
E0,31/08/2022,West Ham,Tottenham,1,1,D,3.67,3.84,2.04,1.77,2.15
E0,31/08/2022,Liverpool,Newcastle,2,1,H,1.33,5.89,9.75,1.51,2.69
E0,01/09/2022,Leicester,Man United,0,1,A,3.45,3.86,2.11,1.67,2.33
E0,03/09/2022,Everton,Liverpool,0,0,D,8.08,5.21,1.41,1.6,2.47
E0,03/09/2022,Brentford,Leeds,5,2,H,2.21,3.59,3.44,1.76,2.17
E0,03/09/2022,Chelsea,West Ham,2,1,H,1.58,4.37,6.17,1.81,2.1
E0,03/09/2022,Newcastle,Crystal Palace,0,0,D,2.1,3.44,3.89,2.12,1.8
E0,03/09/2022,Nott'm Forest,Bournemouth,2,3,A,2.05,3.51,4.0,2.16,1.76
E0,03/09/2022,Tottenham,Fulham,2,1,H,1.52,4.63,6.51,1.63,2.41
E0,03/09/2022,Wolves,Southampton,1,0,H,2.3,3.41,3.41,2.1,1.81
E0,03/09/2022,Aston Villa,Man City,1,1,D,9.25,5.98,1.33,1.52,2.65
E0,04/09/2022,Brighton,Leicester,5,2,H,1.85,3.63,4.85,2.04,1.87
E0,04/09/2022,Man United,Arsenal,3,1,H,2.7,3.58,2.68,1.73,2.22
E0,16/09/2022,Aston Villa,Southampton,1,0,H,2.14,3.62,3.6,1.88,2.03
E0,16/09/2022,Nott'm Forest,Fulham,2,3,A,2.82,3.43,2.67,1.94,1.96
E0,17/09/2022,Wolves,Man City,0,3,A,9.3,5.52,1.36,1.64,2.39
E0,17/09/2022,Newcastle,Bournemouth,1,1,D,1.49,4.56,7.5,1.83,2.06
E0,17/09/2022,Tottenham,Leicester,6,2,H,1.52,4.46,7.04,1.63,2.4
E0,18/09/2022,Brentford,Arsenal,0,3,A,4.46,3.98,1.83,1.72,2.24
E0,18/09/2022,Everton,West Ham,1,0,H,2.96,3.39,2.57,2.08,1.84
E0,01/10/2022,Arsenal,Tottenham,3,1,H,2.13,3.65,3.57,1.76,2.18
E0,01/10/2022,Bournemouth,Brentford,0,0,D,3.45,3.49,2.25,2.03,1.88
E0,01/10/2022,Crystal Palace,Chelsea,1,2,A,4.42,3.56,1.93,2.12,1.8
E0,01/10/2022,Fulham,Newcastle,1,4,A,3.11,3.57,2.38,1.88,2.03
E0,01/10/2022,Liverpool,Brighton,3,3,D,1.38,5.49,8.42,1.57,2.55
E0,01/10/2022,Southampton,Everton,1,2,A,2.23,3.48,3.49,2.06,1.86
E0,01/10/2022,West Ham,Wolves,2,0,H,2.01,3.42,4.31,2.27,1.7
E0,02/10/2022,Man City,Man United,6,3,H,1.37,5.91,7.74,1.47,2.83
E0,02/10/2022,Leeds,Aston Villa,0,0,D,2.43,3.44,3.12,1.88,2.03
E0,03/10/2022,Leicester,Nott'm Forest,4,0,H,1.78,4.2,4.48,1.68,2.3
E0,08/10/2022,Bournemouth,Leicester,2,1,H,3.64,3.7,2.09,1.88,2.03
E0,08/10/2022,Chelsea,Wolves,3,0,H,1.41,4.92,8.68,1.88,2.03
E0,08/10/2022,Man City,Southampton,4,0,H,1.13,10.77,20.4,,
E0,08/10/2022,Newcastle,Brentford,5,1,H,1.81,3.99,4.55,1.76,2.17
E0,08/10/2022,Brighton,Tottenham,0,1,A,2.82,3.45,2.65,1.86,2.05
E0,09/10/2022,Crystal Palace,Leeds,2,1,H,2.06,3.68,3.76,1.85,2.06
E0,09/10/2022,West Ham,Fulham,3,1,H,1.79,3.9,4.82,1.83,2.08
E0,09/10/2022,Arsenal,Liverpool,3,2,H,2.67,3.69,2.66,1.63,2.41
E0,09/10/2022,Everton,Man United,1,2,A,3.62,3.67,2.11,1.89,2.02
E0,10/10/2022,Nott'm Forest,Aston Villa,1,1,D,3.4,3.6,2.22,2.04,1.87
E0,14/10/2022,Brentford,Brighton,2,0,H,3.32,3.52,2.29,1.95,1.95
E0,15/10/2022,Leicester,Crystal Palace,0,0,D,2.38,3.55,3.12,1.86,2.05
E0,15/10/2022,Fulham,Bournemouth,2,2,D,1.92,3.77,4.23,1.99,1.92
E0,15/10/2022,Wolves,Nott'm Forest,1,0,H,1.74,3.78,5.41,2.09,1.83
E0,15/10/2022,Tottenham,Everton,2,0,H,1.48,4.67,7.26,1.78,2.15
E0,16/10/2022,Aston Villa,Chelsea,0,2,A,4.78,3.65,1.85,2.1,1.81
E0,16/10/2022,Leeds,Arsenal,0,1,A,6.23,4.49,1.56,1.65,2.37
E0,16/10/2022,Man United,Newcastle,0,0,D,2.04,3.71,3.8,1.76,2.17
E0,16/10/2022,Southampton,West Ham,1,1,D,3.08,3.42,2.47,2.04,1.87
E0,16/10/2022,Liverpool,Man City,1,0,H,4.0,4.11,1.88,1.49,2.76
E0,18/10/2022,Brighton,Nott'm Forest,0,0,D,1.39,5.17,8.97,1.76,2.17
E0,18/10/2022,Crystal Palace,Wolves,2,1,H,2.32,3.21,3.58,2.5,1.59
E0,19/10/2022,Bournemouth,Southampton,0,1,A,2.76,3.4,2.74,2.09,1.81
E0,19/10/2022,Brentford,Chelsea,0,0,D,4.85,3.93,1.78,1.88,2.02
E0,19/10/2022,Liverpool,West Ham,1,0,H,1.45,5.1,7.08,1.54,2.62
E0,19/10/2022,Newcastle,Everton,1,0,H,1.65,4.06,5.81,1.93,1.97
E0,19/10/2022,Man United,Tottenham,2,0,H,2.49,3.59,2.93,1.78,2.15
E0,20/10/2022,Fulham,Aston Villa,3,0,H,2.94,3.47,2.54,2.0,1.91
E0,20/10/2022,Leicester,Leeds,2,0,H,2.36,3.65,3.08,1.75,2.19
E0,22/10/2022,Nott'm Forest,Liverpool,1,0,H,11.14,5.8,1.3,1.54,2.59
E0,22/10/2022,Everton,Crystal Palace,3,0,H,2.69,3.19,2.97,2.36,1.65
E0,22/10/2022,Man City,Brighton,3,1,H,1.21,7.21,15.39,1.47,2.81
E0,22/10/2022,Chelsea,Man United,1,1,D,2.15,3.54,3.64,1.92,1.99
E0,23/10/2022,Aston Villa,Brentford,4,0,H,2.23,3.46,3.51,2.02,1.88
E0,23/10/2022,Leeds,Fulham,2,3,A,2.06,3.69,3.75,1.72,2.23
E0,23/10/2022,Southampton,Arsenal,1,1,D,6.2,4.31,1.58,1.75,2.2
E0,23/10/2022,Wolves,Leicester,0,4,A,2.3,3.35,3.46,2.09,1.83
E0,23/10/2022,Tottenham,Newcastle,1,2,A,2.12,3.62,3.63,1.93,1.98
E0,24/10/2022,West Ham,Bournemouth,2,0,H,1.59,4.12,6.53,2.08,1.84
E0,29/10/2022,Leicester,Man City,0,1,A,9.62,5.93,1.32,1.5,2.71
E0,29/10/2022,Bournemouth,Tottenham,2,3,A,5.41,3.85,1.72,2.01,1.9
E0,29/10/2022,Brentford,Wolves,1,1,D,2.24,3.5,3.44,2.02,1.89
E0,29/10/2022,Brighton,Chelsea,4,1,H,3.17,3.43,2.41,2.08,1.84
E0,29/10/2022,Crystal Palace,Southampton,1,0,H,1.96,3.62,4.22,2.09,1.81
E0,29/10/2022,Newcastle,Aston Villa,4,0,H,1.83,3.82,4.6,1.92,1.99
E0,29/10/2022,Fulham,Everton,0,0,D,2.39,3.46,3.18,1.87,2.05
E0,29/10/2022,Liverpool,Leeds,1,2,A,1.32,5.98,9.43,1.38,3.2
E0,30/10/2022,Arsenal,Nott'm Forest,5,0,H,1.2,7.4,16.85,1.51,2.68
E0,30/10/2022,Man United,West Ham,1,0,H,1.71,4.05,5.14,1.89,2.02
E0,05/11/2022,Leeds,Bournemouth,4,3,H,1.74,3.99,5.08,1.85,2.07
E0,05/11/2022,Man City,Fulham,2,1,H,1.13,10.33,22.62,1.31,3.26
E0,05/11/2022,Nott'm Forest,Brentford,2,2,D,2.83,3.43,2.66,2.05,1.86
E0,05/11/2022,Wolves,Brighton,2,3,A,3.49,3.33,2.3,2.17,1.76
E0,05/11/2022,Everton,Leicester,0,2,A,2.48,3.36,3.12,2.1,1.81
E0,06/11/2022,Chelsea,Arsenal,0,1,A,2.72,3.5,2.71,1.93,1.98
E0,06/11/2022,Aston Villa,Man United,3,1,H,3.38,3.63,2.22,1.94,1.96
E0,06/11/2022,Southampton,Newcastle,1,4,A,4.22,3.71,1.93,1.97,1.93
E0,06/11/2022,West Ham,Crystal Palace,1,2,A,1.95,3.56,4.34,2.15,1.78
E0,06/11/2022,Tottenham,Liverpool,1,2,A,3.33,3.76,2.19,1.73,2.22
E0,12/11/2022,Man City,Brentford,1,2,A,1.15,9.28,20.24,1.34,3.4
E0,12/11/2022,Bournemouth,Everton,3,0,H,2.94,3.32,2.63,2.19,1.75
E0,12/11/2022,Liverpool,Southampton,3,1,H,1.26,6.49,11.55,1.43,2.95
E0,12/11/2022,Nott'm Forest,Crystal Palace,1,0,H,3.25,3.31,2.43,2.24,1.71
E0,12/11/2022,Tottenham,Leeds,4,3,H,1.67,4.35,5.15,1.63,2.4
E0,12/11/2022,West Ham,Leicester,0,2,A,2.14,3.56,3.64,1.96,1.94
E0,12/11/2022,Newcastle,Chelsea,1,0,H,2.36,3.53,3.18,1.97,1.93
E0,12/11/2022,Wolves,Arsenal,0,2,A,6.5,4.3,1.56,1.83,2.08
E0,13/11/2022,Brighton,Aston Villa,1,2,A,1.88,3.84,4.33,1.94,1.96
E0,13/11/2022,Fulham,Man United,1,2,A,4.0,4.02,1.91,1.67,2.33
E0,26/12/2022,Brentford,Tottenham,2,2,D,4.0,3.89,1.93,1.81,2.11
E0,26/12/2022,Crystal Palace,Fulham,0,3,A,2.09,3.66,3.68,2.02,1.89
E0,26/12/2022,Everton,Wolves,1,2,A,2.41,3.26,3.34,2.25,1.71
E0,26/12/2022,Leicester,Newcastle,0,3,A,3.36,3.64,2.22,1.85,2.07
E0,26/12/2022,Southampton,Brighton,1,3,A,3.5,3.6,2.18,1.93,1.97
E0,26/12/2022,Aston Villa,Liverpool,1,3,A,4.51,4.09,1.79,1.68,2.31
E0,26/12/2022,Arsenal,West Ham,3,1,H,1.52,4.48,6.85,1.79,2.12
E0,27/12/2022,Chelsea,Bournemouth,2,0,H,1.32,5.72,10.69,1.7,2.27
E0,27/12/2022,Man United,Nott'm Forest,3,0,H,1.31,5.7,11.66,1.64,2.38
E0,28/12/2022,Leeds,Man City,1,3,A,9.78,6.09,1.31,1.44,2.9
E0,30/12/2022,West Ham,Brentford,0,2,A,2.08,3.66,3.73,1.96,1.94
E0,30/12/2022,Liverpool,Leicester,2,1,H,1.31,6.08,9.55,1.44,2.91
E0,31/12/2022,Wolves,Man United,0,1,A,4.16,3.71,1.94,1.98,1.93
E0,31/12/2022,Bournemouth,Crystal Palace,0,2,A,2.97,3.32,2.6,2.19,1.75
E0,31/12/2022,Fulham,Southampton,2,1,H,2.04,3.59,3.95,1.76,2.17
E0,31/12/2022,Man City,Everton,1,1,D,1.16,7.97,23.85,1.4,3.09
E0,31/12/2022,Newcastle,Leeds,0,0,D,1.49,4.8,6.8,1.67,2.33
E0,31/12/2022,Brighton,Arsenal,2,4,A,3.6,3.62,2.13,1.89,2.02
E0,01/01/2023,Tottenham,Aston Villa,0,2,A,1.7,4.21,5.01,1.8,2.11
E0,01/01/2023,Nott'm Forest,Chelsea,1,1,D,5.43,3.98,1.7,2.02,1.89
E0,02/01/2023,Brentford,Liverpool,3,1,H,5.76,4.56,1.58,1.62,2.43
E0,03/01/2023,Arsenal,Newcastle,0,0,D,1.83,3.95,4.45,1.83,2.08
E0,03/01/2023,Everton,Brighton,1,4,A,3.67,3.51,2.15,2.02,1.88
E0,03/01/2023,Leicester,Fulham,0,1,A,2.26,3.73,3.2,1.78,2.14
E0,03/01/2023,Man United,Bournemouth,3,0,H,1.29,6.02,10.83,1.56,2.55
E0,04/01/2023,Southampton,Nott'm Forest,0,1,A,2.1,3.52,3.82,2.06,1.85
E0,04/01/2023,Leeds,West Ham,2,2,D,2.65,3.59,2.73,1.82,2.09
E0,04/01/2023,Aston Villa,Wolves,1,1,D,1.99,3.76,3.93,2.08,1.84
E0,04/01/2023,Crystal Palace,Tottenham,0,4,A,3.39,3.58,2.23,1.95,1.95
E0,05/01/2023,Chelsea,Man City,0,1,A,5.6,4.19,1.65,1.81,2.09
E0,12/01/2023,Fulham,Chelsea,2,1,H,3.43,3.6,2.21,1.86,2.06
E0,13/01/2023,Aston Villa,Leeds,2,1,H,1.96,3.7,4.11,1.8,2.11
E0,14/01/2023,Man United,Man City,2,1,H,4.26,3.98,1.86,1.73,2.22
E0,14/01/2023,Brighton,Liverpool,3,0,H,3.39,3.74,2.17,1.6,2.48
E0,14/01/2023,Everton,Southampton,1,2,A,2.28,3.48,3.36,2.13,1.79
E0,14/01/2023,Nott'm Forest,Leicester,2,0,H,2.74,3.46,2.72,2.04,1.88
E0,14/01/2023,Wolves,West Ham,1,0,H,2.75,3.29,2.82,2.28,1.69
E0,14/01/2023,Brentford,Bournemouth,2,0,H,1.69,4.14,5.23,1.88,2.02
E0,15/01/2023,Chelsea,Crystal Palace,1,0,H,1.68,3.96,5.64,2.05,1.86
E0,15/01/2023,Newcastle,Fulham,1,0,H,1.53,4.55,6.52,1.75,2.19
E0,15/01/2023,Tottenham,Arsenal,0,2,A,3.34,3.71,2.21,1.83,2.07
E0,18/01/2023,Crystal Palace,Man United,1,1,D,4.62,3.87,1.82,1.96,1.94
E0,19/01/2023,Man City,Tottenham,4,2,H,1.39,5.58,7.8,1.55,2.61
E0,21/01/2023,Liverpool,Chelsea,0,0,D,1.89,3.88,4.2,1.73,2.22
E0,21/01/2023,Bournemouth,Nott'm Forest,1,1,D,2.86,3.15,2.82,2.41,1.63
E0,21/01/2023,Leicester,Brighton,2,2,D,3.61,3.71,2.1,1.85,2.06
E0,21/01/2023,Southampton,Aston Villa,0,1,A,2.96,3.4,2.57,2.12,1.79
E0,21/01/2023,West Ham,Everton,2,0,H,1.82,3.65,5.0,2.18,1.76
E0,21/01/2023,Crystal Palace,Newcastle,0,0,D,4.52,3.57,1.92,2.17,1.76
E0,22/01/2023,Leeds,Brentford,0,0,D,2.39,3.72,2.99,1.68,2.3
E0,22/01/2023,Man City,Wolves,3,0,H,1.2,7.65,14.95,1.51,2.67
E0,22/01/2023,Arsenal,Man United,3,2,H,1.88,3.92,4.19,1.71,2.25
E0,23/01/2023,Fulham,Tottenham,0,1,A,3.33,3.88,2.15,1.7,2.26
E0,03/02/2023,Chelsea,Fulham,0,0,D,1.65,4.11,5.79,1.89,2.01
E0,04/02/2023,Everton,Arsenal,1,0,H,8.93,4.84,1.41,1.87,2.05
E0,04/02/2023,Aston Villa,Leicester,2,4,A,2.02,3.63,3.95,1.96,1.94
E0,04/02/2023,Brentford,Southampton,3,0,H,1.92,3.68,4.36,2.06,1.85
E0,04/02/2023,Brighton,Bournemouth,1,0,H,1.35,5.42,9.88,1.7,2.27
E0,04/02/2023,Man United,Crystal Palace,2,1,H,1.41,4.91,8.97,1.88,2.03
E0,04/02/2023,Wolves,Liverpool,3,0,H,4.14,3.93,1.89,1.78,2.14
E0,04/02/2023,Newcastle,West Ham,1,1,D,1.63,3.97,6.3,2.08,1.82
E0,05/02/2023,Nott'm Forest,Leeds,1,0,H,2.69,3.46,2.76,1.93,1.97
E0,05/02/2023,Tottenham,Man City,1,0,H,4.44,4.23,1.78,1.71,2.25
E0,08/02/2023,Man United,Leeds,2,2,D,1.48,4.98,6.69,1.61,2.46
E0,11/02/2023,West Ham,Chelsea,1,1,D,3.43,3.37,2.3,2.28,1.69
E0,11/02/2023,Arsenal,Brentford,1,1,D,1.47,4.77,7.32,1.76,2.18
E0,11/02/2023,Crystal Palace,Brighton,1,1,D,3.9,3.56,2.06,2.09,1.83
E0,11/02/2023,Fulham,Nott'm Forest,2,0,H,1.94,3.57,4.37,2.12,1.79
E0,11/02/2023,Leicester,Tottenham,4,1,H,3.46,3.7,2.16,1.76,2.17
E0,11/02/2023,Southampton,Wolves,1,2,A,3.16,3.18,2.55,2.35,1.66
E0,11/02/2023,Bournemouth,Newcastle,1,1,D,6.53,4.08,1.6,2.07,1.85
E0,12/02/2023,Leeds,Man United,0,2,A,3.98,3.87,1.94,1.67,2.33
E0,12/02/2023,Man City,Aston Villa,3,1,H,1.26,6.66,11.78,1.51,2.67
E0,13/02/2023,Liverpool,Everton,2,0,H,1.55,4.48,6.39,1.79,2.13
E0,15/02/2023,Arsenal,Man City,1,3,A,2.95,3.6,2.46,1.89,2.02
E0,18/02/2023,Aston Villa,Arsenal,2,4,A,4.54,3.8,1.85,2.01,1.89
E0,18/02/2023,Brentford,Crystal Palace,1,1,D,1.85,3.62,4.84,2.16,1.76
E0,18/02/2023,Brighton,Fulham,0,1,A,1.66,4.16,5.46,1.75,2.19
E0,18/02/2023,Chelsea,Southampton,0,1,A,1.4,4.78,9.69,1.98,1.93
E0,18/02/2023,Everton,Leeds,1,0,H,2.53,3.36,3.03,2.11,1.8
E0,18/02/2023,Nott'm Forest,Man City,1,1,D,10.3,5.67,1.33,1.7,2.27
E0,18/02/2023,Wolves,Bournemouth,0,1,A,1.69,3.86,5.78,2.14,1.78
E0,18/02/2023,Newcastle,Liverpool,0,2,A,2.57,3.58,2.82,1.81,2.09
E0,19/02/2023,Man United,Leicester,3,0,H,1.65,4.34,5.37,1.65,2.37
E0,19/02/2023,Tottenham,West Ham,2,0,H,1.87,3.76,4.47,1.92,1.99
E0,24/02/2023,Fulham,Wolves,1,1,D,2.59,3.26,3.04,2.29,1.69
E0,25/02/2023,Everton,Aston Villa,0,2,A,2.59,3.25,3.05,2.35,1.66
E0,25/02/2023,Leeds,Southampton,1,0,H,2.02,3.62,3.97,2.06,1.85
E0,25/02/2023,Leicester,Arsenal,0,1,A,4.93,4.15,1.72,1.7,2.27
E0,25/02/2023,West Ham,Nott'm Forest,4,0,H,1.81,3.63,5.16,2.23,1.72
E0,25/02/2023,Bournemouth,Man City,1,4,A,9.67,5.74,1.3,1.59,2.47
E0,25/02/2023,Crystal Palace,Liverpool,0,0,D,4.86,3.99,1.76,1.83,2.07
E0,26/02/2023,Tottenham,Chelsea,2,0,H,2.59,3.36,2.96,2.08,1.84
E0,01/03/2023,Arsenal,Everton,4,0,H,1.38,5.01,9.1,1.86,2.04
E0,01/03/2023,Liverpool,Wolves,2,0,H,1.5,4.63,6.68,1.75,2.16
E0,04/03/2023,Man City,Newcastle,2,0,H,1.52,4.6,6.5,1.73,2.2
E0,04/03/2023,Arsenal,Bournemouth,3,2,H,1.22,6.83,13.69,1.58,2.47
E0,04/03/2023,Aston Villa,Crystal Palace,1,0,H,2.08,3.37,3.99,2.32,1.66
E0,04/03/2023,Brighton,West Ham,4,0,H,1.78,3.88,4.75,1.93,1.96
E0,04/03/2023,Chelsea,Leeds,1,0,H,1.65,4.05,5.62,1.92,1.97
E0,04/03/2023,Wolves,Tottenham,1,0,H,3.32,3.41,2.31,2.14,1.76
E0,04/03/2023,Southampton,Leicester,1,0,H,2.85,3.3,2.67,2.09,1.82
E0,05/03/2023,Nott'm Forest,Everton,2,2,D,2.7,3.11,2.98,2.49,1.58
E0,05/03/2023,Liverpool,Man United,7,0,H,2.39,3.76,2.91,1.66,2.31
E0,06/03/2023,Brentford,Fulham,3,2,H,2.0,3.76,3.82,1.91,1.97
E0,11/03/2023,Bournemouth,Liverpool,1,0,H,7.07,5.07,1.44,1.65,2.34
E0,11/03/2023,Everton,Brentford,1,0,H,2.75,3.23,2.82,2.23,1.71
E0,11/03/2023,Leeds,Brighton,2,2,D,3.94,3.76,1.96,1.88,2.01
E0,11/03/2023,Leicester,Chelsea,1,3,A,3.9,3.61,2.02,2.04,1.86
E0,11/03/2023,Tottenham,Nott'm Forest,3,1,H,1.45,4.69,7.8,1.87,2.02
E0,11/03/2023,Crystal Palace,Man City,0,1,A,9.18,5.2,1.37,1.79,2.1
E0,12/03/2023,Fulham,Arsenal,0,3,A,6.02,4.23,1.59,1.85,2.05
E0,12/03/2023,Man United,Southampton,0,0,D,1.34,5.33,10.01,1.65,2.34
E0,12/03/2023,West Ham,Aston Villa,1,1,D,2.25,3.4,3.45,2.07,1.83
E0,12/03/2023,Newcastle,Wolves,2,1,H,1.68,3.88,5.55,2.19,1.74
E0,15/03/2023,Brighton,Crystal Palace,1,0,H,1.47,4.51,7.72,1.94,1.94
E0,15/03/2023,Southampton,Brentford,0,2,A,3.05,3.36,2.49,2.1,1.79
E0,17/03/2023,Nott'm Forest,Newcastle,1,2,A,5.81,3.87,1.68,2.07,1.85
E0,18/03/2023,Aston Villa,Bournemouth,3,0,H,1.74,3.88,5.11,1.95,1.93
E0,18/03/2023,Brentford,Leicester,1,1,D,1.95,3.79,3.94,1.85,2.04
E0,18/03/2023,Southampton,Tottenham,3,3,D,4.62,3.78,1.82,2.02,1.87
E0,18/03/2023,Wolves,Leeds,2,4,A,2.3,3.25,3.5,2.29,1.68
E0,18/03/2023,Chelsea,Everton,2,2,D,1.5,4.19,7.95,2.12,1.78
E0,19/03/2023,Arsenal,Crystal Palace,4,1,H,1.26,6.02,12.73,1.71,2.2
E0,01/04/2023,Man City,Liverpool,4,1,H,1.66,4.22,5.26,1.69,2.26
E0,01/04/2023,Arsenal,Leeds,4,1,H,1.29,5.97,10.92,1.55,2.58
E0,01/04/2023,Bournemouth,Fulham,2,1,H,2.56,3.44,2.89,2.07,1.81
E0,01/04/2023,Brighton,Brentford,3,3,D,1.67,4.18,5.16,1.78,2.12
E0,01/04/2023,Crystal Palace,Leicester,2,1,H,2.56,3.28,3.02,2.2,1.72
E0,01/04/2023,Nott'm Forest,Wolves,1,1,D,3.01,3.16,2.64,2.39,1.63
E0,01/04/2023,Chelsea,Aston Villa,0,2,A,1.69,3.83,5.57,2.0,1.89
E0,02/04/2023,West Ham,Southampton,1,0,H,1.77,3.89,4.82,2.08,1.81
E0,02/04/2023,Newcastle,Man United,2,0,H,2.4,3.55,3.03,1.95,1.93
E0,03/04/2023,Everton,Tottenham,1,1,D,3.44,3.45,2.24,2.1,1.79
E0,04/04/2023,Bournemouth,Brighton,0,2,A,6.16,4.37,1.58,1.85,2.06
E0,04/04/2023,Leeds,Nott'm Forest,2,1,H,1.72,3.97,5.23,1.98,1.93
E0,04/04/2023,Leicester,Aston Villa,1,2,A,2.68,3.4,2.82,1.99,1.91
E0,04/04/2023,Chelsea,Liverpool,0,0,D,2.26,3.51,3.4,1.94,1.96
E0,05/04/2023,Man United,Brentford,1,0,H,1.67,4.23,5.09,1.72,2.21
E0,05/04/2023,West Ham,Newcastle,1,5,A,3.63,3.46,2.15,2.17,1.74
E0,08/04/2023,Man United,Everton,2,0,H,1.52,4.42,6.88,1.86,2.03
E0,08/04/2023,Aston Villa,Nott'm Forest,2,0,H,1.64,4.16,5.5,1.98,1.9
E0,08/04/2023,Brentford,Newcastle,1,2,A,3.58,3.58,2.13,2.0,1.89
E0,08/04/2023,Fulham,West Ham,0,1,A,2.81,3.33,2.69,2.17,1.75
E0,08/04/2023,Leicester,Bournemouth,0,1,A,1.91,3.76,4.18,1.9,1.99
E0,08/04/2023,Tottenham,Brighton,2,1,H,2.58,3.68,2.72,1.81,2.08
E0,08/04/2023,Wolves,Chelsea,1,0,H,4.28,3.58,1.93,2.2,1.72
E0,08/04/2023,Southampton,Man City,1,4,A,12.65,6.46,1.24,1.62,2.38
